2.538957004963621600e+01 5.344914354596819200e-05 4.908201198754969971e-06
8.166048303159624311e+01 4.586313880406893098e-05 4.047616311278849588e-06
1.529559634825002945e+02 2.905754589232114669e-05 3.366972431351962264e-06
2.277353295953213319e+02 1.376354011365266234e-05 2.844656117302228562e-06
3.026171653104890424e+02 6.564658581167280122e-06 2.459053927457572007e-06
3.766292008239965980e+02 1.037338711560751619e-06 2.188552420145911044e-06
4.508814941027074497e+02 2.485716902674772583e-06 2.011538153695168352e-06
5.258181400404296255e+02 7.651713719551152105e-07 1.906397686433264494e-06
6.010717783169931181e+02 -6.151913959191872070e-07 1.851517576688120878e-06
6.758917050200743688e+02 -2.141569553197861905e-08 1.825284382787658913e-06
7.512386471799995888e+02 5.499594836498151029e-07 1.806084663059799796e-06
8.265257778149236856e+02 -1.956169861550226195e-07 1.772304975832464724e-06
9.010639000339102722e+02 1.588448311779091932e-06 1.702331879433575107e-06
9.759262118330582325e+02 -5.712810637285201825e-07 1.574551932191051505e-06
1.051044611140762072e+03 -1.447714778614110486e-06 1.367351692432816176e-06
