3.044436546645281894e+01 2.450370315025592540e-05 3.848650456423290265e-06
9.674967573697286127e+01 1.664009518840096427e-05 2.856681639858170687e-06
1.833773722735996046e+02 1.018312846510671026e-05 2.150496220218793526e-06
2.715871984922420665e+02 4.746886305993592524e-06 1.683063119333901416e-06
3.609922639914989873e+02 3.080477119350056792e-06 1.407351259032237201e-06
4.508086242593499264e+02 2.103251745463282150e-06 1.276329561142544147e-06
5.406747371949277294e+02 1.113478876962584482e-07 1.242966947493564677e-06
6.306626199358051963e+02 8.067911353848552177e-07 1.260232339914041635e-06
7.206762089866062979e+02 5.816553440659813056e-07 1.281094660232717440e-06
8.103753161862210845e+02 7.734861758770884503e-07 1.258522830278335150e-06
9.000041495410140442e+02 -2.864156725654843472e-07 1.145485771879637820e-06
